State,County,Topic,Age,Data_Value,Low_Bound,Up_Bound
AK,Lake and Peninsula,Stroke,Ages 35-64 years,-69.1,-137.7,30.200000000000003
AK,Lake and Peninsula,Stroke,Ages 65 years and older,0.0,0.0,0.0
AK,Matanuska-Susitna,Coronary Heart Disease,Ages 35-64 years,-25.6,-95.0,65.1
AK,Matanuska-Susitna,Coronary Heart Disease,Ages 65 years and older,-78.1,-122.1,-17.8
AK,Matanuska-Susitna,Stroke,Ages 35-64 years,-32.300000000000004,-117.3,105.10000000000001
AK,Matanuska-Susitna,Stroke,Ages 65 years and older,-47.9,-106.7,27.900000000000002
AK,Nome,Coronary Heart Disease,Ages 35-64 years,53.8,-61.1,256.6
AK,Nome,Coronary Heart Disease,Ages 65 years and older,0.40000000000000036,-97.4,150.2
AK,Nome,Stroke,Ages 35-64 years,-59.300000000000004,-142.0,93.3
AK,Nome,Stroke,Ages 65 years and older,-9.100000000000001,-103.0,112.9
AK,North Slope,Coronary Heart Disease,Ages 35-64 years,39.0,-113.30000000000001,278.2
AK,North Slope,Coronary Heart Disease,Ages 65 years and older,-18.5,-122.9,143.3
AK,North Slope,Stroke,Ages 35-64 years,-44.5,-145.2,122.6
AK,North Slope,Stroke,Ages 65 years and older,-4.600000000000001,-93.4,137.5
AK,Northwest Arctic,Coronary Heart Disease,Ages 35-64 years,70.0,-70.3,288.4
AK,Northwest Arctic,Coronary Heart Disease,Ages 65 years and older,9.100000000000001,-90.6,142.2
AK,Northwest Arctic,Stroke,Ages 35-64 years,-47.9,-126.6,71.5
AK,Northwest Arctic,Stroke,Ages 65 years and older,-6.200000000000003,-92.0,111.9
AK,"Prince of Wales-Hyder, Ketchikan Gateway, Petersburg, Wrangell",Coronary Heart Disease,Ages 35-64 years,-14.699999999999998,-134.5,168.7
AK,"Prince of Wales-Hyder, Ketchikan Gateway, Petersburg, Wrangell",Coronary Heart Disease,Ages 65 years and older,-35.5,-116.6,84.0
AK,"Prince of Wales-Hyder, Ketchikan Gateway, Petersburg, Wrangell",Stroke,Ages 35-64 years,-58.2,-156.5,104.3
AK,"Prince of Wales-Hyder, Ketchikan Gateway, Petersburg, Wrangell",Stroke,Ages 65 years and older,-44.1,-142.7,71.7
AK,Sitka,Coronary Heart Disease,Ages 35-64 years,-18.1,-134.0,183.5
AK,Sitka,Coronary Heart Disease,Ages 65 years and older,-23.4,-123.5,118.5
AK,Sitka,Stroke,Ages 35-64 years,-80.3,-178.5,88.1
AK,Sitka,Stroke,Ages 65 years and older,-50.0,-132.4,64.6
AK,Southeast Fairbanks,Coronary Heart Disease,Ages 35-64 years,1.0999999999999943,-81.9,122.8
AK,Southeast Fairbanks,Coronary Heart Disease,Ages 65 years and older,-54.7,-126.7,25.1
AK,Southeast Fairbanks,Stroke,Ages 35-64 years,-49.2,-119.4,79.2
AK,Southeast Fairbanks,Stroke,Ages 65 years and older,-35.900000000000006,-107.8,49.199999999999996
AK,Valdez-Cordova,Coronary Heart Disease,Ages 35-64 years,-1.3000000000000007,-94.19999999999999,132.4
AK,Valdez-Cordova,Coronary Heart Disease,Ages 65 years and older,-48.6,-129.5,43.7
AK,Valdez-Cordova,Stroke,Ages 35-64 years,-44.900000000000006,-136.89999999999998,88.6
AK,Valdez-Cordova,Stroke,Ages 65 years and older,-45.0,-113.7,40.900000000000006
AK,Yakutat,Coronary Heart Disease,Ages 35-64 years,0.0,0.0,0.0
AK,Yakutat,Coronary Heart Disease,Ages 65 years and older,0.0,0.0,0.0
AK,Yakutat,Stroke,Ages 35-64 years,0.0,0.0,0.0
AK,Yakutat,Stroke,Ages 65 years and older,0.0,0.0,0.0
AK,Yukon-Koyukuk,Coronary Heart Disease,Ages 35-64 years,12.200000000000003,-61.0,157.7
AK,Yukon-Koyukuk,Coronary Heart Disease,Ages 65 years and older,-43.0,-108.7,36.1
AK,Yukon-Koyukuk,Stroke,Ages 35-64 years,-58.3,-125.6,64.39999999999999
AK,Yukon-Koyukuk,Stroke,Ages 65 years and older,-27.5,-96.0,48.0
AL,Autauga,Coronary Heart Disease,Ages 35-64 years,13.099999999999998,-63.5,107.80000000000001
AL,Autauga,Coronary Heart Disease,Ages 65 years and older,-32.5,-88.8,27.8
AL,Autauga,Stroke,Ages 35-64 years,-0.20000000000000018,-71.6,97.4
AL,Autauga,Stroke,Ages 65 years and older,-20.799999999999997,-73.2,46.7
AL,Baldwin,Coronary Heart Disease,Ages 35-64 years,3.700000000000003,-48.2,61.599999999999994
AL,Baldwin,Coronary Heart Disease,Ages 65 years and older,-55.2,-82.19999999999999,-23.7
AL,Baldwin,Stroke,Ages 35-64 years,2.0999999999999996,-60.4,76.8
AL,Baldwin,Stroke,Ages 65 years and older,-18.599999999999998,-59.6,26.599999999999998
AL,Barbour,Coronary Heart Disease,Ages 35-64 years,-44.5,-108.2,50.1
AL,Barbour,Coronary Heart Disease,Ages 65 years and older,-62.699999999999996,-111.30000000000001,-5.099999999999998
AL,Barbour,Stroke,Ages 35-64 years,-11.8,-73.2,74.0
AL,Barbour,Stroke,Ages 65 years and older,-48.1,-93.6,6.5
AL,Bibb,Coronary Heart Disease,Ages 35-64 years,-50.699999999999996,-103.0,33.4
AL,Bibb,Coronary Heart Disease,Ages 65 years and older,-70.4,-113.6,-19.9
AL,Bibb,Stroke,Ages 35-64 years,-40.8,-95.1,45.7
AL,Bibb,Stroke,Ages 65 years and older,-34.199999999999996,-80.9,24.3
AL,Blount,Coronary Heart Disease,Ages 35-64 years,-40.0,-97.8,26.400000000000002
AL,Blount,Coronary Heart Disease,Ages 65 years and older,-55.7,-99.8,-15.1
AL,Blount,Stroke,Ages 35-64 years,17.0,-49.7,103.2
AL,Blount,Stroke,Ages 65 years and older,-21.1,-71.2,32.8
AL,Bullock,Coronary Heart Disease,Ages 35-64 years,-79.6,-147.8,16.5
AL,Bullock,Coronary Heart Disease,Ages 65 years and older,-89.5,-133.9,-28.3
AL,Bullock,Stroke,Ages 35-64 years,-23.4,-90.0,83.6
AL,Bullock,Stroke,Ages 65 years and older,-26.6,-91.5,35.199999999999996
AL,Butler,Coronary Heart Disease,Ages 35-64 years,-20.200000000000003,-84.5,76.2
AL,Butler,Coronary Heart Disease,Ages 65 years and older,-55.1,-97.7,1.9999999999999991
AL,Butler,Stroke,Ages 35-64 years,-3.3000000000000007,-67.6,85.0
AL,Butler,Stroke,Ages 65 years and older,-20.0,-70.4,43.0
AL,Calhoun,Coronary Heart Disease,Ages 35-64 years,-33.3,-83.7,20.4
AL,Calhoun,Coronary Heart Disease,Ages 65 years and older,-65.69999999999999,-93.4,-32.599999999999994
AL,Calhoun,Stroke,Ages 35-64 years,-13.299999999999999,-72.5,62.8
AL,Calhoun,Stroke,Ages 65 years and older,-15.499999999999996,-61.7,37.400000000000006
AL,Chambers,Coronary Heart Disease,Ages 35-64 years,-25.7,-87.5,67.5
AL,Chambers,Coronary Heart Disease,Ages 65 years and older,-54.1,-99.1,-5.699999999999999
AL,Chambers,Stroke,Ages 35-64 years,-29.9,-94.5,50.7
AL,Chambers,Stroke,Ages 65 years and older,-54.5,-97.6,-1.0
AL,Cherokee,Coronary Heart Disease,Ages 35-64 years,-35.699999999999996,-94.0,38.5
AL,Cherokee,Coronary Heart Disease,Ages 65 years and older,-58.3,-101.4,-3.4000000000000004
AL,Cherokee,Stroke,Ages 35-64 years,2.4999999999999982,-61.5,87.3
AL,Cherokee,Stroke,Ages 65 years and older,-29.2,-76.6,29.4
AL,Chilton,Coronary Heart Disease,Ages 35-64 years,-51.9,-105.30000000000001,13.7
AL,Chilton,Coronary Heart Disease,Ages 65 years and older,-68.80000000000001,-104.9,-22.3
AL,Chilton,Stroke,Ages 35-64 years,-6.8,-71.80000000000001,72.9
AL,Chilton,Stroke,Ages 65 years and older,-20.900000000000002,-69.1,37.5
AL,Choctaw,Coronary Heart Disease,Ages 35-64 years,12.400000000000002,-76.3,113.6
AL,Choctaw,Coronary Heart Disease,Ages 65 years and older,-31.6,-85.0,28.7
AL,Choctaw,Stroke,Ages 35-64 years,-15.500000000000002,-90.3,63.3
AL,Choctaw,Stroke,Ages 65 years and older,-29.700000000000003,-78.30000000000001,25.3
AL,Clarke,Coronary Heart Disease,Ages 35-64 years,11.4,-58.4,106.1
AL,Clarke,Coronary Heart Disease,Ages 65 years and older,-53.5,-96.30000000000001,-1.5000000000000004
AL,Clarke,Stroke,Ages 35-64 years,-15.299999999999999,-80.5,62.5
AL,Clarke,Stroke,Ages 65 years and older,-35.1,-84.3,23.0
AL,Clay,Coronary Heart Disease,Ages 35-64 years,-28.8,-90.0,50.1
AL,Clay,Coronary Heart Disease,Ages 65 years and older,-54.3,-101.0,-3.299999999999997
AL,Clay,Stroke,Ages 35-64 years,-18.700000000000003,-83.2,64.2
AL,Clay,Stroke,Ages 65 years and older,-35.7,-81.9,21.4
AL,Cleburne,Coronary Heart Disease,Ages 35-64 years,-30.7,-94.9,52.3
AL,Cleburne,Coronary Heart Disease,Ages 65 years and older,-66.2,-106.8,-0.10000000000000142
AL,Cleburne,Stroke,Ages 35-64 years,-23.0,-83.4,53.300000000000004
AL,Cleburne,Stroke,Ages 65 years and older,-27.4,-73.1,32.5
AL,Coffee,Coronary Heart Disease,Ages 35-64 years,1.4000000000000004,-66.7,96.3
AL,Coffee,Coronary Heart Disease,Ages 65 years and older,-49.699999999999996,-92.7,5.899999999999999
AL,Coffee,Stroke,Ages 35-64 years,24.6,-53.599999999999994,136.0
AL,Coffee,Stroke,Ages 65 years and older,-22.9,-71.1,39.400000000000006
AL,Colbert,Coronary Heart Disease,Ages 35-64 years,-73.6,-126.1,-5.399999999999999
AL,Colbert,Coronary Heart Disease,Ages 65 years and older,-76.5,-113.9,-29.4
AL,Colbert,Stroke,Ages 35-64 years,-12.4,-82.4,72.6
AL,Colbert,Stroke,Ages 65 years and older,-53.3,-101.2,6.200000000000002
AL,Conecuh,Coronary Heart Disease,Ages 35-64 years,-1.8000000000000025,-83.9,105.2
AL,Conecuh,Coronary Heart Disease,Ages 65 years and older,-51.4,-111.7,22.1
AL,Conecuh,Stroke,Ages 35-64 years,1.0,-72.3,104.89999999999999
AL,Conecuh,Stroke,Ages 65 years and older,-32.6,-91.6,34.7
AL,Coosa,Coronary Heart Disease,Ages 35-64 years,-72.7,-136.6,14.0
AL,Coosa,Coronary Heart Disease,Ages 65 years and older,-76.9,-123.9,-18.5
AL,Coosa,Stroke,Ages 35-64 years,-12.1,-87.4,96.5
AL,Coosa,Stroke,Ages 65 years and older,-24.299999999999997,-79.69999999999999,58.099999999999994
AL,Covington,Coronary Heart Disease,Ages 35-64 years,-15.499999999999996,-78.1,67.39999999999999
AL,Covington,Coronary Heart Disease,Ages 65 years and older,-40.2,-81.1,15.500000000000002
AL,Covington,Stroke,Ages 35-64 years,20.1,-51.7,103.9
AL,Covington,Stroke,Ages 65 years and older,-29.8,-73.9,19.7
AL,Crenshaw,Coronary Heart Disease,Ages 35-64 years,1.7000000000000028,-81.0,105.79999999999998
AL,Crenshaw,Coronary Heart Disease,Ages 65 years and older,-25.4,-94.6,43.099999999999994
AL,Crenshaw,Stroke,Ages 35-64 years,11.399999999999999,-55.6,105.0
AL,Crenshaw,Stroke,Ages 65 years and older,-16.2,-67.3,49.2
AL,Cullman,Coronary Heart Disease,Ages 35-64 years,-80.10000000000001,-123.1,-25.200000000000003
AL,Cullman,Coronary Heart Disease,Ages 65 years and older,-80.8,-110.7,-40.7
AL,Cullman,Stroke,Ages 35-64 years,9.100000000000001,-55.099999999999994,95.1
AL,Cullman,Stroke,Ages 65 years and older,-30.8,-73.3,20.400000000000002
AL,Dale,Coronary Heart Disease,Ages 35-64 years,-48.4,-105.8,23.3
AL,Dale,Coronary Heart Disease,Ages 65 years and older,-79.2,-121.0,-30.7
AL,Dale,Stroke,Ages 35-64 years,4.5,-63.2,91.0
AL,Dale,Stroke,Ages 65 years and older,-30.6,-83.6,26.299999999999997
AL,Dallas,Coronary Heart Disease,Ages 35-64 years,13.200000000000001,-49.9,92.9
AL,Dallas,Coronary Heart Disease,Ages 65 years and older,-33.4,-78.5,15.099999999999998
AL,Dallas,Stroke,Ages 35-64 years,-28.3,-90.4,47.3
AL,Dallas,Stroke,Ages 65 years and older,-18.1,-68.5,36.5
AL,DeKalb,Coronary Heart Disease,Ages 35-64 years,-65.4,-109.2,-8.399999999999999
AL,DeKalb,Coronary Heart Disease,Ages 65 years and older,-74.2,-108.1,-34.1
AL,DeKalb,Stroke,Ages 35-64 years,-9.0,-64.5,70.9
AL,DeKalb,Stroke,Ages 65 years and older,-23.400000000000002,-67.4,35.00000000000001
AL,Elmore,Coronary Heart Disease,Ages 35-64 years,-45.6,-100.4,20.4
AL,Elmore,Coronary Heart Disease,Ages 65 years and older,-48.4,-89.6,1.6000000000000014
AL,Elmore,Stroke,Ages 35-64 years,-2.5,-68.19999999999999,73.1
AL,Elmore,Stroke,Ages 65 years and older,-11.099999999999998,-59.4,48.300000000000004
AL,Escambia,Coronary Heart Disease,Ages 35-64 years,-38.2,-94.5,41.5
AL,Escambia,Coronary Heart Disease,Ages 65 years and older,-43.7,-84.5,8.1
AL,Escambia,Stroke,Ages 35-64 years,6.1,-60.3,98.4
AL,Escambia,Stroke,Ages 65 years and older,-23.8,-68.2,33.1
AL,Etowah,Coronary Heart Disease,Ages 35-64 years,-46.2,-85.0,2.099999999999999
AL,Etowah,Coronary Heart Disease,Ages 65 years and older,-60.800000000000004,-90.0,-23.5
AL,Etowah,Stroke,Ages 35-64 years,-1.1999999999999993,-61.5,74.89999999999999
AL,Etowah,Stroke,Ages 65 years and older,-19.8,-59.5,31.7
AL,Fayette,Coronary Heart Disease,Ages 35-64 years,27.5,-65.9,145.9
AL,Fayette,Coronary Heart Disease,Ages 65 years and older,-44.4,-99.2,21.7
AL,Fayette,Stroke,Ages 35-64 years,26.4,-56.0,140.1
AL,Fayette,Stroke,Ages 65 years and older,-11.3,-64.7,59.9
AL,Franklin,Coronary Heart Disease,Ages 35-64 years,-51.0,-106.6,20.599999999999998
AL,Franklin,Coronary Heart Disease,Ages 65 years and older,-81.3,-122.4,-38.5
AL,Franklin,Stroke,Ages 35-64 years,0.6000000000000005,-67.4,80.60000000000001
AL,Franklin,Stroke,Ages 65 years and older,-48.9,-95.3,3.5000000000000004
AL,Geneva,Coronary Heart Disease,Ages 35-64 years,-27.3,-88.9,54.9
AL,Geneva,Coronary Heart Disease,Ages 65 years and older,-58.9,-100.8,-14.200000000000001
AL,Geneva,Stroke,Ages 35-64 years,0.7999999999999998,-64.5,83.1
AL,Geneva,Stroke,Ages 65 years and older,-28.6,-73.4,27.3
AL,Greene,Coronary Heart Disease,Ages 35-64 years,-52.5,-118.9,48.3
AL,Greene,Coronary Heart Disease,Ages 65 years and older,-79.2,-129.9,-21.6
AL,Greene,Stroke,Ages 35-64 years,-16.0,-83.9,80.3
AL,Greene,Stroke,Ages 65 years and older,-26.9,-83.9,39.1
AL,Hale,Coronary Heart Disease,Ages 35-64 years,-53.5,-115.8,41.1
AL,Hale,Coronary Heart Disease,Ages 65 years and older,-76.9,-134.2,-17.2
AL,Hale,Stroke,Ages 35-64 years,-21.400000000000002,-97.3,70.4
AL,Hale,Stroke,Ages 65 years and older,-31.9,-86.0,38.1
AL,Henry,Coronary Heart Disease,Ages 35-64 years,-43.900000000000006,-116.1,42.699999999999996
AL,Henry,Coronary Heart Disease,Ages 65 years and older,-63.4,-119.6,5.2
AL,Henry,Stroke,Ages 35-64 years,-31.8,-96.6,58.2
AL,Henry,Stroke,Ages 65 years and older,-57.1,-104.30000000000001,9.700000000000003
AL,Houston,Coronary Heart Disease,Ages 35-64 years,-63.2,-109.8,-4.300000000000004
AL,Houston,Coronary Heart Disease,Ages 65 years and older,-80.3,-112.6,-39.0
AL,Houston,Stroke,Ages 35-64 years,-5.799999999999999,-65.10000000000001,81.6
AL,Houston,Stroke,Ages 65 years and older,-44.9,-84.4,7.1
AL,Jackson,Coronary Heart Disease,Ages 35-64 years,1.3999999999999986,-59.6,73.0
AL,Jackson,Coronary Heart Disease,Ages 65 years and older,-50.6,-90.6,-3.000000000000001
AL,Jackson,Stroke,Ages 35-64 years,11.099999999999998,-57.6,103.6
AL,Jackson,Stroke,Ages 65 years and older,-26.0,-66.3,24.6
AL,Jefferson,Coronary Heart Disease,Ages 35-64 years,-45.8,-77.4,-11.100000000000001
AL,Jefferson,Coronary Heart Disease,Ages 65 years and older,-76.3,-94.9,-59.0
AL,Jefferson,Stroke,Ages 35-64 years,-10.7,-55.7,39.7
AL,Jefferson,Stroke,Ages 65 years and older,-22.200000000000003,-47.400000000000006,5.4999999999999964
AL,Lamar,Coronary Heart Disease,Ages 35-64 years,-22.6,-105.8,85.0
AL,Lamar,Coronary Heart Disease,Ages 65 years and older,-59.4,-107.7,1.2999999999999996
AL,Lamar,Stroke,Ages 35-64 years,-4.399999999999999,-79.5,107.4
AL,Lamar,Stroke,Ages 65 years and older,-36.0,-82.7,24.9
AL,Lauderdale,Coronary Heart Disease,Ages 35-64 years,-19.200000000000003,-70.9,48.1
AL,Lauderdale,Coronary Heart Disease,Ages 65 years and older,-64.4,-97.6,-27.1
AL,Lauderdale,Stroke,Ages 35-64 years,-5.199999999999999,-57.1,64.0
AL,Lauderdale,Stroke,Ages 65 years and older,-44.6,-81.5,-3.3000000000000007
AL,Lawrence,Coronary Heart Disease,Ages 35-64 years,-73.5,-122.2,-14.0
AL,Lawrence,Coronary Heart Disease,Ages 65 years and older,-92.6,-128.6,-52.9
AL,Lawrence,Stroke,Ages 35-64 years,13.1,-55.199999999999996,95.69999999999999
AL,Lawrence,Stroke,Ages 65 years and older,-43.0,-85.1,2.9999999999999996
AL,Lee,Coronary Heart Disease,Ages 35-64 years,-63.1,-113.19999999999999,-7.4999999999999964
AL,Lee,Coronary Heart Disease,Ages 65 years and older,-71.1,-108.5,-30.1
AL,Lee,Stroke,Ages 35-64 years,-25.4,-81.1,52.2
AL,Lee,Stroke,Ages 65 years and older,-41.5,-85.4,3.5999999999999983
AL,Limestone,Coronary Heart Disease,Ages 35-64 years,-21.6,-76.6,44.8
AL,Limestone,Coronary Heart Disease,Ages 65 years and older,-78.4,-113.80000000000001,-41.5
AL,Limestone,Stroke,Ages 35-64 years,1.9999999999999982,-59.4,82.8
AL,Limestone,Stroke,Ages 65 years and older,-35.400000000000006,-80.0,15.7
AL,Lowndes,Coronary Heart Disease,Ages 35-64 years,6.199999999999999,-72.3,131.9
AL,Lowndes,Coronary Heart Disease,Ages 65 years and older,-39.2,-92.3,29.299999999999997
AL,Lowndes,Stroke,Ages 35-64 years,3.3999999999999995,-68.9,106.5
AL,Lowndes,Stroke,Ages 65 years and older,4.599999999999998,-50.6,81.4
AL,Macon,Coronary Heart Disease,Ages 35-64 years,-88.4,-143.8,-21.7
AL,Macon,Coronary Heart Disease,Ages 65 years and older,-98.9,-143.9,-44.300000000000004
AL,Macon,Stroke,Ages 35-64 years,-17.9,-80.8,65.2
AL,Macon,Stroke,Ages 65 years and older,-21.200000000000003,-76.0,41.7
AL,Madison,Coronary Heart Disease,Ages 35-64 years,-65.6,-107.30000000000001,-17.200000000000003
AL,Madison,Coronary Heart Disease,Ages 65 years and older,-79.1,-106.4,-47.6
AL,Madison,Stroke,Ages 35-64 years,-5.700000000000001,-62.9,67.8
AL,Madison,Stroke,Ages 65 years and older,-29.3,-64.8,13.000000000000004
AL,Marengo,Coronary Heart Disease,Ages 35-64 years,-0.7000000000000011,-64.4,93.80000000000001
AL,Marengo,Coronary Heart Disease,Ages 65 years and older,-47.2,-90.9,5.800000000000001
AL,Marengo,Stroke,Ages 35-64 years,-27.099999999999998,-84.2,48.2
AL,Marengo,Stroke,Ages 65 years and older,-26.299999999999997,-75.9,27.400000000000002
AL,Marion,Coronary Heart Disease,Ages 35-64 years,-0.9000000000000021,-63.8,75.2
AL,Marion,Coronary Heart Disease,Ages 65 years and older,-62.900000000000006,-99.0,-14.0
AL,Marion,Stroke,Ages 35-64 years,20.5,-49.8,114.3
AL,Marion,Stroke,Ages 65 years and older,-29.5,-73.3,22.0
AL,Marshall,Coronary Heart Disease,Ages 35-64 years,-30.299999999999997,-83.2,32.3
AL,Marshall,Coronary Heart Disease,Ages 65 years and older,-62.199999999999996,-97.6,-19.9
AL,Marshall,Stroke,Ages 35-64 years,6.999999999999999,-53.6,88.9
AL,Marshall,Stroke,Ages 65 years and older,-45.5,-84.1,1.200000000000001
AL,Mobile,Coronary Heart Disease,Ages 35-64 years,-16.6,-51.099999999999994,23.9
AL,Mobile,Coronary Heart Disease,Ages 65 years and older,-67.5,-87.2,-48.0
AL,Mobile,Stroke,Ages 35-64 years,-20.1,-68.1,34.1
AL,Mobile,Stroke,Ages 65 years and older,-22.5,-54.400000000000006,12.899999999999999
AL,Monroe,Coronary Heart Disease,Ages 35-64 years,-6.799999999999998,-77.80000000000001,90.9
AL,Monroe,Coronary Heart Disease,Ages 65 years and older,-71.7,-114.7,-18.4
AL,Monroe,Stroke,Ages 35-64 years,10.2,-67.0,108.1
AL,Monroe,Stroke,Ages 65 years and older,-14.2,-66.5,54.49999999999999
AL,Montgomery,Coronary Heart Disease,Ages 35-64 years,-55.8,-99.8,-5.5
AL,Montgomery,Coronary Heart Disease,Ages 65 years and older,-72.4,-98.80000000000001,-36.3
AL,Montgomery,Stroke,Ages 35-64 years,16.3,-41.1,92.2
AL,Montgomery,Stroke,Ages 65 years and older,-9.299999999999999,-50.8,42.199999999999996
AL,Morgan,Coronary Heart Disease,Ages 35-64 years,70.69999999999999,-10.299999999999997,152.7
AL,Morgan,Coronary Heart Disease,Ages 65 years and older,-32.60000000000001,-74.0,8.200000000000003
AL,Morgan,Stroke,Ages 35-64 years,10.6,-54.0,90.5
AL,Morgan,Stroke,Ages 65 years and older,-34.599999999999994,-77.9,18.0
AL,Perry,Coronary Heart Disease,Ages 35-64 years,6.600000000000001,-71.60000000000001,117.8
AL,Perry,Coronary Heart Disease,Ages 65 years and older,-45.2,-103.6,34.8
AL,Perry,Stroke,Ages 35-64 years,-46.8,-104.1,41.3
AL,Perry,Stroke,Ages 65 years and older,-38.400000000000006,-97.3,27.6
AL,Pickens,Coronary Heart Disease,Ages 35-64 years,-30.200000000000003,-103.5,66.0
AL,Pickens,Coronary Heart Disease,Ages 65 years and older,-66.1,-109.4,-4.300000000000001
AL,Pickens,Stroke,Ages 35-64 years,2.4000000000000004,-71.9,96.4
AL,Pickens,Stroke,Ages 65 years and older,-13.8,-61.6,45.3
AL,Pike,Coronary Heart Disease,Ages 35-64 years,-55.9,-113.2,26.2
AL,Pike,Coronary Heart Disease,Ages 65 years and older,-85.2,-124.9,-31.9
AL,Pike,Stroke,Ages 35-64 years,-0.10000000000000009,-66.2,97.7
AL,Pike,Stroke,Ages 65 years and older,-27.5,-77.4,35.9
AL,Randolph,Coronary Heart Disease,Ages 35-64 years,6.699999999999999,-63.9,90.8
AL,Randolph,Coronary Heart Disease,Ages 65 years and older,-34.099999999999994,-83.3,18.0
AL,Randolph,Stroke,Ages 35-64 years,-26.0,-91.5,53.1
AL,Randolph,Stroke,Ages 65 years and older,-26.4,-72.7,30.3
AL,Russell,Coronary Heart Disease,Ages 35-64 years,-37.6,-91.80000000000001,37.6
